age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
34,2,9,5,13,1,1,1,0,0,40,38
47,2,9,2,6,0,4,1,0,0,40,38
30,2,9,0,7,4,4,0,0,0,36,38
27,2,6,4,6,4,4,0,0,0,40,38
31,2,13,0,7,1,1,1,99999,0,70,38
34,2,9,4,5,1,2,1,0,0,40,38
50,1,14,0,9,1,0,0,0,0,50,38
26,2,9,4,5,1,4,1,0,0,45,38
42,4,12,2,13,0,4,1,0,0,50,38
21,2,9,4,6,2,4,1,0,0,40,38
30,2,9,0,7,4,4,0,0,0,32,38
22,2,10,4,7,4,4,0,0,0,50,38
47,1,14,2,9,0,4,1,0,0,40,38
43,2,10,0,9,4,4,1,0,0,45,38
59,4,7,2,2,0,4,1,0,0,20,38
47,5,16,2,9,0,4,1,0,0,40,38
51,1,14,2,9,0,4,1,0,0,40,38
41,2,13,2,9,5,2,0,0,0,35,13
31,5,10,4,7,1,1,1,0,0,40,38
24,5,14,4,9,1,1,1,0,0,20,18
46,3,14,2,11,0,4,1,0,0,50,38
43,4,13,2,11,5,1,0,0,0,60,34
38,2,13,2,4,0,4,1,0,0,50,38
53,5,16,2,0,0,4,1,0,0,50,38
54,0,9,6,0,4,4,0,0,0,35,38
33,5,10,2,2,0,4,1,0,0,4,38
40,2,9,2,11,0,4,1,0,0,60,38
31,2,13,4,3,4,4,0,0,0,50,38
54,2,9,2,11,0,4,1,0,0,44,38
43,1,14,2,9,5,4,0,0,0,40,38
58,4,9,2,5,0,4,1,0,0,40,38
31,2,9,2,7,5,2,0,0,0,35,38
28,2,10,2,3,0,4,1,0,0,40,38
39,2,13,4,3,1,4,1,0,0,50,38
34,5,13,4,9,1,4,1,0,0,48,38
30,2,10,0,13,1,4,1,0,0,30,38
36,2,13,0,12,1,4,0,0,0,40,38
54,2,10,0,2,4,4,0,0,0,48,38
30,2,9,4,6,3,4,1,0,0,45,38
28,2,9,2,0,3,4,0,0,0,40,38
21,2,10,4,7,1,2,0,0,0,30,38
26,2,10,0,0,1,4,0,0,0,40,38
27,2,10,4,5,1,2,1,0,0,40,38
48,2,9,2,2,0,4,1,0,0,55,38
23,2,13,4,0,1,4,0,0,0,40,38
29,2,9,0,5,3,4,1,0,0,50,38
27,2,13,4,5,1,2,1,0,0,40,38
43,2,10,3,7,1,2,0,0,0,40,38
40,2,9,0,13,1,4,1,0,0,60,38
34,2,10,2,2,0,4,1,0,0,50,38
27,2,13,4,11,1,4,1,0,1504,45,38
57,4,11,2,2,0,4,1,0,0,40,38
18,2,7,4,13,3,4,1,0,0,16,38
39,2,9,2,13,0,4,1,0,0,56,38
23,2,13,4,11,3,1,1,0,0,40,38
45,2,13,2,9,0,4,1,0,0,40,38
35,2,10,2,9,0,4,1,0,0,40,38
33,2,9,2,2,0,4,1,0,0,40,38
27,2,10,3,11,1,4,0,0,0,25,38
53,4,11,5,2,1,4,1,0,0,40,30
49,2,11,2,9,0,4,1,0,0,40,10
49,2,9,2,6,5,4,0,0,0,40,38
33,2,11,4,2,1,4,1,0,0,40,38
40,4,9,2,2,0,4,1,0,0,60,38
31,2,13,4,12,1,4,1,0,0,45,38
62,2,9,2,4,0,4,1,6418,0,40,38
36,2,9,2,7,5,1,0,0,0,2,35
21,2,9,2,9,3,4,1,0,0,40,25
22,2,2,4,2,1,4,1,0,0,40,12
41,2,10,2,2,0,4,1,0,0,40,38
55,3,9,2,3,0,4,1,0,1977,45,38
22,2,9,3,11,1,4,1,0,0,55,38
27,2,9,4,5,3,4,1,0,0,40,38
38,2,9,2,2,0,4,1,0,0,40,38
48,2,9,2,0,5,4,0,0,0,40,38
37,2,9,2,0,0,4,1,0,0,40,38
47,5,13,2,3,0,4,1,0,0,40,38
47,2,10,2,3,0,4,1,0,0,40,38
32,1,9,4,7,3,4,1,0,0,40,38
26,2,9,2,6,0,4,1,0,0,40,38
38,2,9,2,2,0,4,1,0,0,40,38
24,2,7,4,2,4,4,1,0,0,40,38
35,2,11,0,7,4,4,0,0,0,35,38
34,2,13,2,9,0,4,1,0,0,65,19
37,2,10,4,3,4,2,0,0,0,40,38
72,2,5,2,3,5,1,0,0,0,48,38
42,2,10,2,9,0,4,1,0,0,50,38
28,2,9,0,0,4,4,0,0,0,50,38
35,5,10,4,0,3,4,0,0,0,38,38
44,2,9,0,5,1,4,0,0,0,48,38
31,2,12,2,2,0,4,1,0,0,40,38
35,4,13,4,3,1,4,1,0,0,40,38
25,2,9,4,11,1,4,1,4416,0,42,38
56,2,9,2,5,0,4,1,0,0,40,38
23,2,10,4,0,3,4,1,0,0,30,38
20,2,10,4,7,3,4,1,0,0,40,38
30,2,9,0,11,4,4,1,1151,0,30,38
18,2,8,4,0,3,4,0,0,0,12,38
41,2,9,2,13,5,4,0,0,0,20,38
25,2,10,4,13,1,4,1,0,0,50,38
37,2,9,0,13,1,4,1,0,0,50,38
27,2,9,4,6,4,2,1,0,0,40,38
25,2,13,4,0,3,4,0,0,0,40,38
38,2,9,4,3,3,4,0,0,0,40,38
32,2,9,4,7,1,4,1,0,0,60,38
28,2,5,4,2,1,4,1,0,0,40,7
44,2,13,2,13,0,4,1,0,0,40,38
47,3,13,2,11,0,4,1,0,0,40,38
23,2,10,4,7,4,4,0,0,0,25,38
51,2,3,2,2,2,4,0,0,0,40,38
38,2,9,2,11,0,4,1,0,0,45,38
46,4,4,2,3,0,4,1,0,0,75,11
57,2,14,2,9,0,4,1,0,1977,45,38
47,4,13,4,11,1,4,1,0,0,35,38
54,4,10,0,4,4,4,0,10520,0,30,38
36,2,10,2,2,0,4,1,0,0,45,38
37,4,10,4,9,1,2,1,0,0,40,38
41,4,14,2,11,5,4,0,0,1902,35,38
34,2,13,4,0,3,4,0,0,0,40,38
46,2,9,2,13,0,2,1,0,0,40,38
18,2,7,4,11,3,2,0,0,0,10,38
63,1,10,0,3,1,4,0,0,0,35,38
50,4,13,2,11,0,4,1,0,0,50,38
28,2,14,4,3,1,2,0,0,0,45,38
22,2,6,4,2,2,4,1,0,0,30,38
17,2,7,4,7,3,4,1,0,0,25,38
19,2,9,4,5,2,3,0,0,0,60,12
32,5,9,2,10,0,4,1,0,0,45,38
59,2,10,5,0,4,4,1,0,0,40,38
36,2,14,2,9,0,4,1,0,0,40,38
28,2,10,4,7,1,4,1,0,0,40,38
50,2,9,2,12,0,4,1,0,1848,40,38
25,2,7,2,6,0,4,1,0,0,40,38
38,4,9,0,4,1,4,1,0,0,50,38
35,2,3,4,4,4,4,1,0,0,36,38
47,2,14,5,3,1,4,1,99999,0,50,38
25,5,9,2,10,3,4,1,0,0,35,38
44,2,9,0,12,1,4,1,0,0,50,38
39,2,13,4,3,1,4,1,0,0,40,38
19,2,10,4,11,3,4,1,0,0,30,38
53,2,9,2,2,0,4,1,0,0,46,38
30,2,10,5,13,1,4,1,0,0,20,38
27,2,9,2,5,0,0,1,0,0,8,38
51,4,12,0,3,4,4,0,0,0,99,38
44,2,10,5,0,4,4,0,0,0,38,38
40,2,10,4,0,1,2,0,0,0,40,38
24,2,9,4,7,3,4,0,0,0,40,25
19,2,10,4,7,3,4,1,0,0,20,38
41,1,10,2,3,0,4,1,0,0,40,38
34,2,9,4,2,1,4,1,0,0,55,38
35,2,14,2,11,0,4,1,0,0,40,38
53,2,10,2,11,0,4,1,0,0,40,38
51,2,9,6,5,1,4,1,0,0,30,38
61,2,3,0,13,1,4,1,0,1876,56,38
43,5,10,0,0,2,4,0,0,0,40,38
42,2,12,0,0,4,4,0,0,0,40,38
40,2,14,2,9,0,4,1,0,0,50,38
40,2,9,2,2,0,4,1,0,0,50,38
24,2,9,2,5,0,2,1,0,0,70,38
23,2,11,4,7,3,4,1,0,0,20,38
55,2,5,0,2,4,4,0,99999,0,37,38
42,2,6,4,13,1,2,1,0,0,40,38
30,2,10,0,11,4,0,0,0,0,40,38
46,2,12,6,9,4,4,0,0,0,27,38
35,2,9,4,6,4,4,1,6497,0,65,38
24,2,9,4,0,1,4,0,0,0,40,38
31,2,9,2,5,0,4,1,0,0,40,38
42,2,9,2,11,0,2,1,0,0,40,38
23,2,10,4,5,2,4,0,0,0,18,38
44,4,9,2,2,0,4,1,0,0,30,38
57,2,9,2,11,0,4,1,0,0,40,38
28,2,13,4,3,3,4,1,0,0,40,38
34,2,9,2,13,0,4,1,0,0,40,38
38,2,10,0,0,4,4,0,0,0,40,38
33,2,10,6,0,4,4,0,0,0,40,38
20,2,10,4,7,3,4,1,0,0,20,38
24,2,9,0,3,1,0,0,0,0,50,38
41,2,10,2,2,0,4,1,0,0,40,38
34,2,9,4,12,1,4,1,0,0,40,38
29,2,10,0,6,1,4,1,0,0,40,38
31,2,9,2,2,0,4,1,0,0,40,38
38,2,10,2,5,5,4,0,0,0,35,38
64,5,6,2,3,0,4,1,0,0,40,38
20,2,10,4,5,3,4,1,0,0,20,38
28,2,9,4,4,4,4,0,0,0,35,38
58,4,10,2,3,0,4,1,0,0,60,38
27,2,9,2,2,0,4,1,0,0,40,38
30,3,9,0,7,1,4,0,0,0,60,38
28,2,9,2,6,0,2,1,0,0,40,38
42,2,9,0,6,4,4,1,0,0,48,38
62,2,4,0,2,3,4,1,0,0,40,38
23,1,7,2,5,0,4,1,0,0,40,38
30,2,12,4,9,4,2,0,0,0,36,38
40,4,9,0,13,1,4,1,0,0,84,38
43,2,9,2,6,0,4,1,0,0,40,25
39,2,13,2,13,0,4,1,15024,0,99,38
48,2,9,2,6,0,4,1,0,0,40,38
65,2,11,2,13,0,4,1,0,0,20,38
46,2,9,2,13,0,4,1,0,0,70,38
40,0,10,4,0,3,4,0,0,0,40,38
48,2,13,0,3,2,4,1,0,0,40,38
48,1,13,3,0,4,1,0,0,0,40,29
21,2,4,4,2,3,4,1,0,0,40,38
30,2,10,4,3,1,4,0,0,0,40,8
37,2,13,4,0,4,2,0,0,0,27,38
20,2,7,5,7,3,4,0,0,0,40,38
41,2,9,2,0,0,4,1,0,0,48,38
46,2,9,0,3,1,4,1,0,0,44,38
29,2,9,2,2,0,4,1,0,0,40,38
26,5,13,2,3,0,2,1,0,0,40,38
59,2,9,2,2,0,4,1,0,1485,45,38
51,2,11,5,9,4,4,0,0,0,40,38
56,2,9,6,11,4,4,0,0,0,25,25
19,1,10,4,0,3,4,1,0,0,15,38
35,2,13,4,0,1,4,0,0,0,40,38
61,2,9,2,7,5,4,0,0,0,4,38
52,2,13,3,9,1,4,1,0,0,30,38
44,2,8,0,13,1,4,0,0,0,40,38
47,2,13,2,3,0,4,1,0,0,57,38
50,1,7,4,2,4,4,1,0,0,40,38
17,4,6,4,0,3,4,1,0,0,10,38
41,1,14,2,9,0,4,1,0,0,38,38
43,2,13,2,9,0,4,1,0,0,55,21
25,2,12,4,9,1,4,1,0,0,50,38
23,2,9,4,12,3,4,1,0,0,50,38
37,2,10,0,7,4,2,0,0,0,40,38
23,2,13,2,9,5,4,0,0,0,40,38
37,2,13,2,9,0,4,1,7688,0,50,38
59,2,6,0,6,1,4,0,0,0,40,38
25,2,13,4,9,1,4,0,0,0,50,38
33,2,10,2,11,0,4,1,0,0,40,38
18,2,9,4,13,3,4,1,0,0,30,38
21,2,9,4,4,3,4,1,0,0,24,38
61,2,10,2,0,5,4,0,15024,0,34,38
21,2,9,4,7,3,4,1,0,0,35,38
26,2,9,6,13,1,4,1,0,0,40,38
58,0,13,4,9,1,4,1,0,0,48,38
19,2,9,4,5,3,4,1,0,0,16,38
33,2,9,0,3,1,4,0,0,0,40,38
31,2,9,5,7,1,4,0,0,0,40,38
40,2,9,2,13,0,4,1,0,0,35,38
50,2,11,2,13,0,4,1,3103,0,55,38
24,5,13,2,3,5,4,0,0,0,40,38
27,2,7,0,2,3,4,1,0,0,40,38
60,2,3,0,6,1,4,0,0,0,40,32
34,2,13,4,11,1,4,0,0,0,35,38
56,2,9,2,11,5,4,0,0,0,35,38
32,2,11,4,3,1,2,0,0,0,35,8
20,2,9,4,0,3,4,1,0,0,30,26
56,2,7,2,2,0,4,1,0,0,45,38
56,3,10,2,3,0,4,1,7688,0,50,38
35,2,7,2,4,0,4,1,0,0,40,38
36,2,13,0,0,4,4,0,0,0,40,38
35,2,9,2,2,0,4,1,0,1740,40,38
34,2,7,2,5,0,4,1,0,0,40,38
36,2,14,4,9,3,4,1,0,0,40,38
40,2,14,2,9,5,4,0,15024,0,24,38
22,2,6,2,11,5,4,0,0,0,40,38
28,2,9,4,2,3,4,1,0,0,40,38
18,2,7,4,7,2,2,1,0,0,30,38
34,2,6,4,7,4,2,0,0,0,40,22
31,1,9,2,2,0,4,1,0,0,70,38
19,2,10,4,0,1,4,0,0,0,30,38
20,2,9,4,2,1,4,1,0,0,35,38
52,3,10,2,11,0,4,1,15024,0,50,38
50,4,13,2,2,0,4,1,0,0,50,38
49,4,9,2,2,0,4,1,0,0,60,38
35,2,13,0,9,1,4,0,0,0,40,38
64,3,11,2,2,0,4,1,0,0,10,38
40,2,13,2,0,0,4,1,0,0,40,38
22,2,10,4,0,3,4,0,0,0,40,38
40,2,10,2,2,0,4,1,0,0,45,38
34,2,10,4,2,1,4,1,0,0,40,38
26,2,9,2,2,0,4,1,0,0,45,38
40,1,10,4,3,1,4,1,0,0,40,38
32,2,8,2,11,0,4,1,0,0,40,38
37,2,13,0,7,1,4,1,0,0,40,38
56,2,13,2,0,0,4,1,5178,0,44,38
23,2,10,4,2,1,4,1,0,0,40,38
42,1,10,4,9,1,4,0,0,1340,40,38
41,2,10,2,3,0,4,1,0,1887,50,38
24,2,9,4,7,3,4,0,0,0,25,38
29,1,14,4,9,1,4,1,0,0,45,38
50,5,13,2,3,0,4,1,0,0,40,38
84,3,10,2,11,0,4,1,0,0,35,38
45,1,7,2,7,5,4,0,0,0,25,38
51,1,9,2,10,0,4,1,0,0,40,38
33,2,7,4,5,3,2,1,0,0,40,38
53,2,9,2,13,0,4,1,0,0,60,38
49,2,9,0,7,4,4,0,0,0,35,38
26,2,9,2,11,0,4,1,0,0,40,38
39,2,7,2,13,0,4,1,0,0,40,38
27,2,13,2,11,0,4,1,0,0,50,38
22,2,10,4,7,1,4,0,0,0,20,38
54,2,2,2,2,0,2,1,0,0,40,13
44,1,13,2,10,5,2,0,15024,0,40,38
51,2,13,2,2,0,4,1,0,0,20,38
37,2,9,0,7,2,4,0,0,0,50,28
62,1,13,2,0,5,4,0,0,1258,38,38
45,4,10,2,11,0,4,1,5013,0,40,38
26,2,12,4,11,3,4,1,0,0,30,38
21,2,12,4,0,1,4,0,0,0,10,38
54,4,9,2,7,0,2,1,0,0,45,38
23,2,9,4,3,1,4,1,0,0,40,38
47,2,14,5,12,1,4,1,27828,0,40,38
25,2,12,4,12,3,4,0,0,0,40,38
38,5,13,2,9,0,1,1,7688,0,60,18
20,2,10,4,5,2,4,1,0,0,15,38
27,4,9,2,4,0,4,1,0,1573,70,38
39,2,9,2,5,0,4,1,0,0,40,38
33,2,13,2,7,0,1,1,7688,0,38,38
27,2,9,2,2,0,4,1,2885,0,40,38
31,2,10,2,3,0,4,1,0,0,40,38
42,4,9,2,4,0,4,1,0,0,99,38
19,2,9,4,7,2,2,1,0,0,40,38
23,2,6,4,2,1,4,1,0,0,40,38
47,2,9,5,7,2,2,0,0,0,35,38
18,2,9,4,11,1,4,0,0,0,20,38
19,2,10,4,9,3,4,0,0,0,40,38
19,2,9,4,11,4,2,0,0,0,30,38
32,2,10,0,0,4,4,0,0,0,40,38
23,2,10,4,2,3,4,1,0,0,40,38
62,2,9,2,7,0,4,1,0,0,20,38
59,4,9,2,3,0,4,1,0,1902,52,38
26,2,10,4,7,1,4,0,0,0,30,38
25,2,6,2,2,0,4,1,0,0,40,25
41,2,10,2,13,0,4,1,0,1848,65,38
53,2,13,2,3,0,2,1,0,0,50,38
50,4,9,2,4,0,4,1,0,0,84,38
52,2,10,2,3,0,4,1,0,1740,60,38
18,2,8,4,11,3,4,1,594,0,14,38
26,2,11,4,11,3,4,0,0,0,35,38
42,5,7,2,4,0,4,1,0,0,40,38
35,4,9,0,2,3,0,1,0,0,15,38
27,2,10,4,2,3,1,1,0,1980,40,29
36,2,9,4,7,1,4,1,0,0,40,38
36,0,10,5,0,4,2,0,6497,0,56,38
32,2,14,2,3,0,4,1,0,0,55,38
66,2,9,6,0,1,4,0,0,0,13,38
45,1,10,0,0,1,4,0,0,0,38,38
20,2,9,4,0,1,4,0,0,0,40,38
44,2,13,2,11,0,4,1,0,0,60,38
24,2,1,4,6,3,4,0,0,0,30,38
53,4,10,2,4,0,4,1,0,0,30,38
33,2,9,5,11,1,4,0,0,0,35,38
34,2,9,2,7,0,4,1,0,0,40,38
41,2,9,5,0,4,4,0,0,0,40,38
55,2,13,2,7,2,1,1,0,0,35,29
53,2,9,2,2,0,4,1,0,0,40,38
56,2,9,0,2,2,4,1,0,0,40,38
46,5,13,2,9,0,4,1,0,0,37,38
34,4,13,2,11,0,4,1,0,0,60,38
48,2,9,0,0,1,4,0,0,0,30,38
36,2,9,4,13,1,4,1,0,0,35,38
53,2,9,2,13,0,4,1,0,0,40,38
25,4,10,4,2,4,4,1,0,0,35,38
35,2,9,2,2,0,4,1,0,0,40,38
21,2,10,4,11,3,4,1,0,0,30,38
40,5,11,2,2,0,4,1,0,0,40,38
28,5,9,2,10,0,4,1,0,0,40,38
38,1,12,2,10,0,4,1,0,0,56,38
34,2,13,2,3,0,4,1,15024,0,60,38
45,2,10,2,6,0,4,1,0,0,65,38
43,2,10,0,0,1,4,1,0,0,45,38
45,4,13,4,3,1,4,0,0,0,40,38
18,2,7,4,7,4,4,0,0,0,28,38
17,2,6,4,7,3,4,1,0,0,14,38
30,2,9,4,6,1,4,0,0,0,40,38
33,2,11,0,11,1,4,1,0,0,40,38
22,2,13,4,11,3,4,0,0,0,15,38
70,4,11,2,4,0,4,1,0,0,24,38
33,2,13,2,0,0,4,1,0,1902,50,38
57,2,9,2,3,5,4,0,0,0,38,38
41,0,13,2,0,5,1,0,0,0,40,29
28,2,13,2,9,0,4,1,0,0,40,38
20,2,9,4,0,2,4,1,0,0,24,38
32,1,14,2,9,0,4,1,0,0,50,38
28,4,10,2,9,0,4,1,0,0,7,38
58,2,10,2,2,0,4,1,0,0,40,38
39,2,12,6,0,4,4,0,0,0,45,38
49,4,15,2,9,0,4,1,0,0,85,38
45,2,5,2,0,0,2,1,5178,0,40,38
43,2,10,2,6,0,4,1,0,0,40,38
49,2,9,0,7,1,2,0,0,0,40,38
47,2,9,0,7,3,4,0,0,0,32,38
34,2,10,2,5,0,4,1,0,0,40,38
18,2,7,4,6,3,4,1,0,0,55,38
39,2,9,2,6,0,4,1,0,1887,40,38
42,2,10,2,11,0,4,1,0,0,40,38
50,4,9,0,9,1,1,0,0,0,60,39
23,2,9,4,2,2,4,1,0,0,40,38
25,2,11,4,0,1,4,0,0,0,38,38
28,2,10,4,3,1,2,0,0,0,45,22
56,2,14,2,0,0,4,1,0,0,80,38
45,2,13,2,3,0,4,1,0,0,40,38
22,2,10,4,3,4,2,0,0,0,40,22
36,1,9,2,3,0,4,1,0,0,40,38
21,2,12,4,11,3,4,0,0,0,32,38
63,4,13,2,11,0,4,1,0,0,15,38
72,2,9,6,7,4,4,0,0,0,16,38
42,1,7,0,11,4,4,1,7430,0,50,32
30,2,9,2,3,0,4,1,0,0,50,38
52,2,13,3,7,2,2,0,0,0,40,13
60,2,6,6,11,1,4,0,0,0,40,38
36,2,9,2,2,0,4,1,4064,0,40,38
29,2,13,4,3,1,4,0,0,0,45,38
26,2,3,2,5,0,3,1,0,0,40,25
40,2,9,0,13,1,4,1,0,0,35,38
41,2,2,2,2,0,4,1,0,0,35,25
25,2,10,0,0,4,4,0,0,0,40,38
21,2,10,4,7,3,4,0,0,0,40,38
31,4,4,2,9,0,4,1,0,0,60,38
52,2,9,2,2,0,4,1,0,0,40,38
22,2,7,4,7,2,4,1,0,0,40,38
52,2,13,2,3,0,4,1,15024,0,55,38
27,2,9,2,2,0,4,1,0,0,40,38
23,2,10,4,11,3,4,1,0,0,45,38
44,2,9,2,2,0,2,1,0,1485,40,13
41,2,13,2,11,0,4,1,0,0,55,38
41,2,2,2,6,0,4,1,0,0,40,25
31,2,12,2,6,0,4,1,0,0,20,38
38,2,10,0,0,1,4,0,7443,0,40,38
34,2,13,2,3,0,4,1,0,0,70,38
22,2,10,4,7,1,4,1,0,0,50,38
27,2,9,4,6,3,4,1,0,0,45,38
34,2,9,2,2,0,4,1,0,0,40,38
56,5,16,2,9,1,1,1,2885,0,40,2
30,2,10,2,11,5,4,0,0,0,40,38
37,2,12,2,3,0,4,1,7688,0,50,38
46,2,9,0,6,4,4,1,0,0,38,38
22,1,13,4,9,1,4,0,0,0,35,38
34,2,13,4,12,1,4,0,0,0,40,38
21,2,6,2,6,0,4,1,0,0,50,38
40,4,12,2,4,0,4,1,0,0,50,38
23,1,13,4,3,3,4,0,0,0,12,38
22,2,13,4,3,4,4,0,0,0,30,38
62,2,9,2,5,0,4,1,0,0,25,38
22,2,10,4,0,3,2,0,0,0,35,38
76,1,10,6,0,1,4,0,0,0,30,38
24,2,10,2,2,0,4,1,0,0,40,38
50,4,13,0,9,1,4,0,0,0,60,38
49,2,3,2,2,0,4,1,0,0,40,38
49,5,7,2,0,0,4,1,0,0,40,38
38,2,13,4,3,1,4,1,2202,0,45,38
26,2,7,4,4,1,4,1,0,0,50,38
34,2,9,2,0,5,4,0,0,0,20,38
30,2,5,2,6,5,4,0,0,0,40,31
42,2,11,0,0,1,4,0,0,0,35,38
36,2,9,0,2,4,4,1,0,0,40,38
47,1,10,2,9,0,2,1,7688,0,50,38
19,2,9,4,7,1,4,1,0,0,35,38
46,2,10,2,11,0,4,1,0,0,40,38
58,5,9,4,0,1,4,0,0,0,16,38
31,5,11,2,10,0,4,1,0,0,38,38
26,2,10,2,3,0,4,1,0,0,60,38
38,2,9,2,3,5,4,0,0,0,55,38
45,1,5,4,7,3,4,1,0,0,40,38
47,3,10,2,2,0,4,1,0,0,40,38
37,2,14,4,3,1,4,1,0,0,40,38
51,1,16,0,3,1,4,0,0,0,45,38
30,2,10,2,11,0,4,1,0,0,40,38
62,3,14,2,11,0,4,1,0,0,45,38
42,4,10,4,9,1,4,1,0,0,40,38
42,2,9,0,0,4,4,0,0,0,40,38
52,2,14,2,12,0,4,1,0,0,45,38
48,4,16,2,9,0,4,1,0,1902,60,38
35,4,10,2,3,0,4,1,3908,0,60,38
32,2,6,4,2,2,4,1,0,0,45,38
58,2,16,4,9,1,4,1,0,0,8,38
32,2,13,2,9,0,1,1,0,0,40,38
65,2,13,2,0,0,4,1,0,0,34,38
27,2,9,2,0,5,4,0,0,0,34,38
34,0,8,2,1,0,4,1,0,0,40,38
19,2,10,4,11,1,4,0,0,0,25,38
23,2,9,4,0,3,4,0,0,0,40,38
37,2,13,0,3,1,4,1,0,0,40,38
21,2,6,2,5,0,4,1,0,0,35,38
22,2,9,4,7,1,4,0,0,0,40,38
27,2,12,2,12,0,4,1,0,0,40,38
29,1,10,4,0,1,3,1,0,0,40,6
30,2,13,4,11,1,4,1,0,0,40,38
22,2,9,4,0,4,4,0,0,0,40,25
60,2,4,3,6,1,4,1,0,0,40,38
32,2,13,4,7,4,3,1,0,0,40,38
31,2,10,2,2,0,4,1,0,1579,40,38
19,2,10,4,7,3,4,1,0,1602,24,38
48,2,14,0,11,1,4,1,0,0,35,38
33,2,9,2,2,0,4,1,0,0,50,38
39,2,9,5,7,2,2,1,0,0,40,38
45,2,9,0,0,1,4,0,0,0,40,38
20,2,9,4,0,3,4,0,0,0,20,38
43,1,10,2,2,0,4,1,0,0,40,38
28,2,10,4,12,3,4,0,0,0,24,38
46,2,12,4,12,1,4,1,0,0,56,38
19,2,10,4,7,3,4,0,0,0,12,38
62,2,9,6,0,1,4,0,0,0,42,38
28,2,9,4,2,1,4,1,0,0,40,38
48,4,10,2,9,0,4,1,5013,0,45,38
35,2,10,2,11,0,4,1,0,0,40,38
33,0,10,2,12,5,4,0,4064,0,40,38
45,5,14,0,3,4,4,0,0,0,40,38
20,2,10,4,7,3,4,1,0,0,35,38
45,1,14,2,9,5,4,0,0,1977,35,38
37,0,13,4,9,1,4,0,0,0,40,38
22,2,9,4,11,1,4,0,0,0,37,38
37,3,13,2,2,0,4,1,0,0,60,38
61,2,10,2,9,0,4,1,0,0,42,38
41,2,9,2,2,0,4,1,0,0,45,38
34,2,7,0,7,1,4,0,0,0,70,38
31,2,13,2,3,5,4,0,0,1902,35,38
22,2,9,4,2,3,4,1,0,0,40,38
43,4,9,2,2,0,4,1,0,0,20,38
21,2,10,4,7,3,4,1,0,0,20,38
22,2,9,4,4,1,4,1,0,0,50,38
33,2,9,2,0,0,4,1,0,0,40,38
38,2,13,4,3,1,4,1,0,0,50,38
54,4,15,2,9,0,1,1,99999,0,50,29
48,2,13,2,3,0,4,1,0,0,45,38
20,1,9,4,5,3,4,1,0,0,40,38
43,2,10,2,2,0,4,1,0,0,40,38
50,2,10,2,2,0,4,1,0,0,48,38
30,2,13,2,11,0,4,1,2407,0,40,38
19,2,9,4,4,3,2,1,0,0,30,38
37,5,11,4,9,1,4,1,8614,0,40,38
55,2,4,2,13,0,4,1,0,0,50,38
17,2,7,4,0,3,4,0,0,0,32,38
53,2,9,2,6,0,4,1,0,0,30,38
33,2,9,2,6,0,4,1,0,0,40,38
17,2,7,4,0,3,4,0,0,0,12,38
26,2,13,4,0,3,1,1,0,0,40,35
32,2,13,4,9,1,4,1,0,0,40,38
50,1,9,6,13,4,4,0,0,0,40,38
26,2,9,5,4,1,4,1,0,0,40,38
32,2,10,0,6,4,4,0,0,0,40,38
40,2,5,4,2,2,2,1,0,0,49,38
29,2,10,0,11,4,4,0,0,0,54,38
39,2,9,4,6,3,4,1,0,0,40,38
53,5,9,2,0,0,4,1,15024,0,35,38
20,2,10,4,7,3,4,0,0,0,40,38
37,1,13,2,7,0,4,1,0,0,40,38
53,2,9,0,11,1,4,0,0,0,37,25
32,2,10,0,6,4,4,1,0,0,45,38
49,0,10,4,0,4,2,0,0,0,40,38
33,4,13,0,11,1,4,1,0,0,50,38
38,2,13,2,3,0,4,1,0,0,50,38
19,2,10,4,11,3,4,1,0,0,25,38
53,2,13,2,9,0,4,1,7688,0,40,38
26,2,9,5,7,1,4,1,0,0,40,38
34,4,13,2,9,0,2,1,0,1887,48,38
51,5,6,2,2,0,0,1,0,0,40,38
21,2,4,4,6,3,4,1,0,0,40,38
35,2,9,5,13,3,4,1,0,0,50,38
36,2,9,2,6,0,2,1,5178,0,40,38
36,1,9,0,0,4,4,0,0,0,40,38
47,3,9,2,11,0,4,1,0,0,55,38
42,2,9,0,9,1,4,0,0,0,45,38
26,2,13,4,11,1,1,0,0,0,40,34
26,2,9,4,7,1,4,1,0,0,24,38
46,2,13,2,12,0,4,1,0,0,40,38
36,2,13,2,9,0,4,1,0,0,60,38
54,2,9,2,6,0,4,1,5178,0,50,38
64,4,15,2,9,0,4,1,0,0,40,38
55,1,14,0,9,4,4,0,0,0,45,38
45,2,9,2,2,0,4,1,0,1887,40,38
59,1,10,5,10,1,4,1,0,0,40,38
33,2,13,2,9,0,4,1,0,0,45,38
19,5,10,4,4,3,4,1,0,0,12,38
36,3,13,2,11,0,4,1,15024,0,45,38
49,4,4,2,7,0,4,1,0,0,70,21
38,2,10,2,2,0,4,1,0,0,40,38
60,2,4,2,2,0,4,1,0,0,40,38
44,2,9,0,2,4,4,1,0,0,40,38
26,2,13,4,0,3,1,0,0,0,40,36
29,2,9,2,2,0,4,1,0,0,40,38
53,2,8,0,4,3,4,1,0,0,40,38
28,2,11,4,11,1,4,0,0,0,40,38
19,2,9,4,11,3,4,1,0,0,20,38
40,2,8,2,9,0,4,1,0,0,40,4
